scheduler,rep,gang,app,size,pod,node,created_at,scheduled_at,ready_at,app_start_at,app_end_at
fluence,1,lammps-n4-3a8142,lammps,4,lammps-n4-3a8142-2-46b6h,gke-fluence-gang-default-pool-014898e6-775d,2026-07-01T14:05:45+00:00,2026-07-01T14:05:45+00:00,2026-07-01T14:05:54+00:00,2026-07-01T14:05:54+00:00,2026-07-01T14:06:23+00:00
fluence,1,lammps-n4-3a8142,lammps,4,lammps-n4-3a8142-3-k6748,gke-fluence-gang-default-pool-014898e6-3b1g,2026-07-01T14:05:45+00:00,2026-07-01T14:05:45+00:00,2026-07-01T14:05:55+00:00,2026-07-01T14:05:55+00:00,2026-07-01T14:06:23+00:00
fluence,1,amg-n4-4ed781,amg,4,amg-n4-4ed781-0-4l8sq,gke-fluence-gang-default-pool-014898e6-775d,2026-07-01T14:05:46+00:00,2026-07-01T14:09:51+00:00,2026-07-01T14:10:00+00:00,2026-07-01T14:10:00+00:00,2026-07-01T14:11:31+00:00
fluence,1,amg-n4-4ed781,amg,4,amg-n4-4ed781-1-7927m,gke-fluence-gang-default-pool-014898e6-xshv,2026-07-01T14:05:46+00:00,2026-07-01T14:09:51+00:00,2026-07-01T14:10:01+00:00,2026-07-01T14:10:01+00:00,2026-07-01T14:11:30+00:00
fluence,1,amg-n4-4ed781,amg,4,amg-n4-4ed781-2-xczw5,gke-fluence-gang-default-pool-014898e6-8rjt,2026-07-01T14:05:46+00:00,2026-07-01T14:09:51+00:00,2026-07-01T14:10:02+00:00,2026-07-01T14:10:02+00:00,2026-07-01T14:11:30+00:00
fluence,1,amg-n4-4ed781,amg,4,amg-n4-4ed781-3-w8bff,gke-fluence-gang-default-pool-014898e6-3b1g,2026-07-01T14:05:46+00:00,2026-07-01T14:09:51+00:00,2026-07-01T14:10:01+00:00,2026-07-01T14:10:01+00:00,2026-07-01T14:11:30+00:00
fluence,1,qmcpack-n1-e2aca0,qmcpack,1,qmcpack-n1-e2aca0-0-lm8cx,gke-fluence-gang-default-pool-014898e6-775d,2026-07-01T14:05:47+00:00,2026-07-01T14:07:46+00:00,2026-07-01T14:07:56+00:00,2026-07-01T14:07:56+00:00,2026-07-01T14:08:02+00:00
fluence,1,amg-n2-2ec139,amg,2,amg-n2-2ec139-0-bjjtf,gke-fluence-gang-default-pool-014898e6-8rjt,2026-07-01T14:05:48+00:00,2026-07-01T14:06:26+00:00,2026-07-01T14:06:35+00:00,2026-07-01T14:06:35+00:00,2026-07-01T14:08:00+00:00
fluence,1,amg-n2-2ec139,amg,2,amg-n2-2ec139-1-ldttx,gke-fluence-gang-default-pool-014898e6-xshv,2026-07-01T14:05:48+00:00,2026-07-01T14:06:26+00:00,2026-07-01T14:06:35+00:00,2026-07-01T14:06:35+00:00,2026-07-01T14:08:00+00:00
fluence,1,lammps-n1-c49384,lammps,1,lammps-n1-c49384-0-7kcdf,gke-fluence-gang-default-pool-014898e6-xshv,2026-07-01T14:05:48+00:00,2026-07-01T14:08:02+00:00,2026-07-01T14:08:11+00:00,2026-07-01T14:08:11+00:00,2026-07-01T14:09:25+00:00
fluence,1,amg-n1-a4a101,amg,1,amg-n1-a4a101-0-gfh6d,gke-fluence-gang-default-pool-014898e6-3b1g,2026-07-01T14:05:48+00:00,2026-07-01T14:07:46+00:00,2026-07-01T14:07:56+00:00,2026-07-01T14:07:56+00:00,2026-07-01T14:09:14+00:00
fluence,1,qmcpack-n4-75b9f5,qmcpack,4,qmcpack-n4-75b9f5-0-lx5lv,gke-fluence-gang-default-pool-014898e6-775d,2026-07-01T14:05:49+00:00,2026-07-01T14:09:27+00:00,2026-07-01T14:09:36+00:00,2026-07-01T14:09:36+00:00,2026-07-01T14:09:44+00:00
fluence,1,qmcpack-n4-75b9f5,qmcpack,4,qmcpack-n4-75b9f5-1-8fttr,gke-fluence-gang-default-pool-014898e6-xshv,2026-07-01T14:05:49+00:00,2026-07-01T14:09:27+00:00,2026-07-01T14:09:36+00:00,2026-07-01T14:09:36+00:00,2026-07-01T14:09:44+00:00
fluence,1,qmcpack-n4-75b9f5,qmcpack,4,qmcpack-n4-75b9f5-2-sqdhg,gke-fluence-gang-default-pool-014898e6-8rjt,2026-07-01T14:05:49+00:00,2026-07-01T14:09:27+00:00,2026-07-01T14:09:36+00:00,2026-07-01T14:09:36+00:00,2026-07-01T14:09:44+00:00
fluence,1,qmcpack-n4-75b9f5,qmcpack,4,qmcpack-n4-75b9f5-3-9wwbv,gke-fluence-gang-default-pool-014898e6-3b1g,2026-07-01T14:05:49+00:00,2026-07-01T14:09:27+00:00,2026-07-01T14:09:37+00:00,2026-07-01T14:09:37+00:00,2026-07-01T14:09:44+00:00
fluence,1,lammps-n2-a024d0,lammps,2,lammps-n2-a024d0-0-kh74v,gke-fluence-gang-default-pool-014898e6-775d,2026-07-01T14:05:50+00:00,2026-07-01T14:06:50+00:00,2026-07-01T14:06:59+00:00,2026-07-01T14:06:59+00:00,2026-07-01T14:07:44+00:00
fluence,1,lammps-n2-a024d0,lammps,2,lammps-n2-a024d0-1-h6db9,gke-fluence-gang-default-pool-014898e6-3b1g,2026-07-01T14:05:50+00:00,2026-07-01T14:06:50+00:00,2026-07-01T14:07:00+00:00,2026-07-01T14:07:00+00:00,2026-07-01T14:07:44+00:00
fluence,1,qmcpack-n2-1c4d30,qmcpack,2,qmcpack-n2-1c4d30-0-jlfl9,gke-fluence-gang-default-pool-014898e6-775d,2026-07-01T14:05:50+00:00,2026-07-01T14:06:26+00:00,2026-07-01T14:06:35+00:00,2026-07-01T14:06:35+00:00,2026-07-01T14:06:44+00:00
fluence,1,qmcpack-n2-1c4d30,qmcpack,2,qmcpack-n2-1c4d30-1-zpsjt,gke-fluence-gang-default-pool-014898e6-3b1g,2026-07-01T14:05:51+00:00,2026-07-01T14:06:26+00:00,2026-07-01T14:06:37+00:00,2026-07-01T14:06:37+00:00,2026-07-01T14:06:43+00:00
default,1,qmcpack-n1-3960b6,qmcpack,1,qmcpack-n1-3960b6-0-lv2vq,gke-fluence-gang-default-pool-014898e6-775d,2026-07-01T14:37:13+00:00,2026-07-01T14:37:13+00:00,2026-07-01T14:37:22+00:00,2026-07-01T14:37:22+00:00,2026-07-01T14:37:29+00:00
default,1,amg-n4-cdcfb2,amg,4,amg-n4-cdcfb2-0-w5d24,gke-fluence-gang-default-pool-014898e6-3b1g,2026-07-01T14:37:14+00:00,2026-07-01T14:37:14+00:00,2026-07-01T14:37:23+00:00,2026-07-01T14:37:23+00:00,2026-07-01T14:39:14+00:00
default,1,amg-n4-cdcfb2,amg,4,amg-n4-cdcfb2-1-nlf2t,gke-fluence-gang-default-pool-014898e6-xshv,2026-07-01T14:37:14+00:00,2026-07-01T14:37:14+00:00,2026-07-01T14:37:23+00:00,2026-07-01T14:37:23+00:00,2026-07-01T14:39:14+00:00
default,1,amg-n4-cdcfb2,amg,4,amg-n4-cdcfb2-2-gbdd7,gke-fluence-gang-default-pool-014898e6-8rjt,2026-07-01T14:37:14+00:00,2026-07-01T14:37:14+00:00,2026-07-01T14:37:24+00:00,2026-07-01T14:37:24+00:00,2026-07-01T14:39:14+00:00
default,1,amg-n4-cdcfb2,amg,4,amg-n4-cdcfb2-3-ll8rh,gke-fluence-gang-default-pool-014898e6-775d,2026-07-01T14:37:14+00:00,2026-07-01T14:37:35+00:00,2026-07-01T14:37:45+00:00,2026-07-01T14:37:45+00:00,2026-07-01T14:39:14+00:00
default,1,amg-n1-af661b,amg,1,amg-n1-af661b-0-f8plp,gke-fluence-gang-default-pool-014898e6-3b1g,2026-07-01T14:37:15+00:00,2026-07-01T14:39:15+00:00,2026-07-01T14:39:25+00:00,2026-07-01T14:39:25+00:00,2026-07-01T14:40:44+00:00
default,1,lammps-n1-96317a,lammps,1,lammps-n1-96317a-0-gw2gr,gke-fluence-gang-default-pool-014898e6-775d,2026-07-01T14:37:15+00:00,2026-07-01T14:39:16+00:00,2026-07-01T14:39:26+00:00,2026-07-01T14:39:26+00:00,2026-07-01T14:40:40+00:00
default,1,qmcpack-n4-a1a17d,qmcpack,4,qmcpack-n4-a1a17d-0-8sslz,gke-fluence-gang-default-pool-014898e6-xshv,2026-07-01T14:37:16+00:00,2026-07-01T14:39:16+00:00,2026-07-01T14:39:26+00:00,2026-07-01T14:39:26+00:00,2026-07-01T14:41:03+00:00
default,1,qmcpack-n4-a1a17d,qmcpack,4,qmcpack-n4-a1a17d-1-r8zlq,gke-fluence-gang-default-pool-014898e6-8rjt,2026-07-01T14:37:16+00:00,2026-07-01T14:39:16+00:00,2026-07-01T14:39:27+00:00,2026-07-01T14:39:27+00:00,2026-07-01T14:41:02+00:00
default,1,qmcpack-n4-a1a17d,qmcpack,4,qmcpack-n4-a1a17d-2-z4hj8,gke-fluence-gang-default-pool-014898e6-775d,2026-07-01T14:37:16+00:00,2026-07-01T14:40:41+00:00,2026-07-01T14:40:50+00:00,2026-07-01T14:40:50+00:00,2026-07-01T14:41:02+00:00
default,1,qmcpack-n4-a1a17d,qmcpack,4,qmcpack-n4-a1a17d-3-wsnx2,gke-fluence-gang-default-pool-014898e6-3b1g,2026-07-01T14:37:16+00:00,2026-07-01T14:40:46+00:00,2026-07-01T14:40:56+00:00,2026-07-01T14:40:56+00:00,2026-07-01T14:41:02+00:00
default,1,amg-n2-c2da41,amg,2,amg-n2-c2da41-0-p8zrm,gke-fluence-gang-default-pool-014898e6-xshv,2026-07-01T14:37:17+00:00,2026-07-01T14:41:04+00:00,2026-07-01T14:41:14+00:00,2026-07-01T14:41:14+00:00,2026-07-01T14:42:39+00:00
default,1,amg-n2-c2da41,amg,2,amg-n2-c2da41-1-rl4qr,gke-fluence-gang-default-pool-014898e6-8rjt,2026-07-01T14:37:17+00:00,2026-07-01T14:41:04+00:00,2026-07-01T14:41:15+00:00,2026-07-01T14:41:15+00:00,2026-07-01T14:42:39+00:00
default,1,lammps-n4-3e7398,lammps,4,lammps-n4-3e7398-0-m494m,gke-fluence-gang-default-pool-014898e6-775d,2026-07-01T14:37:18+00:00,2026-07-01T14:41:06+00:00,2026-07-01T14:41:16+00:00,2026-07-01T14:41:16+00:00,2026-07-01T14:43:43+00:00
default,1,lammps-n4-3e7398,lammps,4,lammps-n4-3e7398-1-mt4d2,gke-fluence-gang-default-pool-014898e6-xshv,2026-07-01T14:37:18+00:00,2026-07-01T14:42:40+00:00,2026-07-01T14:42:50+00:00,2026-07-01T14:42:50+00:00,2026-07-01T14:43:43+00:00
default,1,lammps-n4-3e7398,lammps,4,lammps-n4-3e7398-2-wrds7,gke-fluence-gang-default-pool-014898e6-3b1g,2026-07-01T14:37:18+00:00,2026-07-01T14:43:00+00:00,2026-07-01T14:43:10+00:00,2026-07-01T14:43:10+00:00,2026-07-01T14:43:43+00:00
default,1,lammps-n4-3e7398,lammps,4,lammps-n4-3e7398-3-6f52m,gke-fluence-gang-default-pool-014898e6-8rjt,2026-07-01T14:37:18+00:00,2026-07-01T14:43:04+00:00,2026-07-01T14:43:16+00:00,2026-07-01T14:43:16+00:00,2026-07-01T14:43:43+00:00
default,1,qmcpack-n2-6a2805,qmcpack,2,qmcpack-n2-6a2805-0-dxlp8,gke-fluence-gang-default-pool-014898e6-3b1g,2026-07-01T14:37:18+00:00,2026-07-01T14:41:09+00:00,2026-07-01T14:41:19+00:00,2026-07-01T14:41:19+00:00,2026-07-01T14:42:58+00:00
default,1,qmcpack-n2-6a2805,qmcpack,2,qmcpack-n2-6a2805-1-zkpbv,gke-fluence-gang-default-pool-014898e6-8rjt,2026-07-01T14:37:18+00:00,2026-07-01T14:42:40+00:00,2026-07-01T14:42:52+00:00,2026-07-01T14:42:52+00:00,2026-07-01T14:42:58+00:00
default,1,lammps-n2-52738c,lammps,2,lammps-n2-52738c-0-fmzs2,gke-fluence-gang-default-pool-014898e6-xshv,2026-07-01T14:37:20+00:00,2026-07-01T14:43:44+00:00,2026-07-01T14:43:54+00:00,2026-07-01T14:43:54+00:00,2026-07-01T14:44:39+00:00
default,1,lammps-n2-52738c,lammps,2,lammps-n2-52738c-1-4rqxk,gke-fluence-gang-default-pool-014898e6-8rjt,2026-07-01T14:37:20+00:00,2026-07-01T14:43:45+00:00,2026-07-01T14:43:56+00:00,2026-07-01T14:43:56+00:00,2026-07-01T14:44:39+00:00
fluence,1,amg-n1-f4b104,amg,1,amg-n1-f4b104-0-47h7f,gke-fluence-gang-default-pool-014898e6-xshv,2026-07-01T14:51:04+00:00,2026-07-01T14:51:04+00:00,2026-07-01T14:51:13+00:00,2026-07-01T14:51:13+00:00,2026-07-01T14:52:32+00:00
fluence,1,lammps-n1-476797,lammps,1,lammps-n1-476797-0-6ch78,gke-fluence-gang-default-pool-014898e6-8rjt,2026-07-01T14:51:04+00:00,2026-07-01T14:51:05+00:00,2026-07-01T14:51:15+00:00,2026-07-01T14:51:15+00:00,2026-07-01T14:52:29+00:00
fluence,1,qmcpack-n4-611aee,qmcpack,4,qmcpack-n4-611aee-0-lw468,gke-fluence-gang-default-pool-014898e6-775d,2026-07-01T14:51:05+00:00,2026-07-01T14:54:53+00:00,2026-07-01T14:55:04+00:00,2026-07-01T14:55:04+00:00,2026-07-01T14:55:15+00:00
fluence,1,qmcpack-n4-611aee,qmcpack,4,qmcpack-n4-611aee-1-djzwp,gke-fluence-gang-default-pool-014898e6-8rjt,2026-07-01T14:51:05+00:00,2026-07-01T14:54:53+00:00,2026-07-01T14:55:03+00:00,2026-07-01T14:55:03+00:00,2026-07-01T14:55:15+00:00
fluence,1,qmcpack-n4-611aee,qmcpack,4,qmcpack-n4-611aee-2-7fmzm,gke-fluence-gang-default-pool-014898e6-xshv,2026-07-01T14:51:05+00:00,2026-07-01T14:54:53+00:00,2026-07-01T14:55:03+00:00,2026-07-01T14:55:03+00:00,2026-07-01T14:55:15+00:00
fluence,1,qmcpack-n4-611aee,qmcpack,4,qmcpack-n4-611aee-3-cn6cw,gke-fluence-gang-default-pool-014898e6-3b1g,2026-07-01T14:51:05+00:00,2026-07-01T14:54:52+00:00,2026-07-01T14:55:04+00:00,2026-07-01T14:55:04+00:00,2026-07-01T14:55:15+00:00
fluence,1,qmcpack-n1-90c975,qmcpack,1,qmcpack-n1-90c975-0-m6h62,gke-fluence-gang-default-pool-014898e6-775d,2026-07-01T14:51:05+00:00,2026-07-01T14:51:06+00:00,2026-07-01T14:51:15+00:00,2026-07-01T14:51:15+00:00,2026-07-01T14:51:22+00:00
fluence,1,amg-n4-d4dbf2,amg,4,amg-n4-d4dbf2-0-cwnkx,gke-fluence-gang-default-pool-014898e6-8rjt,2026-07-01T14:51:06+00:00,2026-07-01T14:55:22+00:00,2026-07-01T14:55:32+00:00,2026-07-01T14:55:32+00:00,2026-07-01T14:57:02+00:00
fluence,1,amg-n4-d4dbf2,amg,4,amg-n4-d4dbf2-1-2k4fp,gke-fluence-gang-default-pool-014898e6-775d,2026-07-01T14:51:06+00:00,2026-07-01T14:55:22+00:00,2026-07-01T14:55:32+00:00,2026-07-01T14:55:32+00:00,2026-07-01T14:57:02+00:00
fluence,1,amg-n4-d4dbf2,amg,4,amg-n4-d4dbf2-2-9lkkx,gke-fluence-gang-default-pool-014898e6-xshv,2026-07-01T14:51:06+00:00,2026-07-01T14:55:22+00:00,2026-07-01T14:55:32+00:00,2026-07-01T14:55:32+00:00,2026-07-01T14:57:02+00:00
fluence,1,amg-n4-d4dbf2,amg,4,amg-n4-d4dbf2-3-522pt,gke-fluence-gang-default-pool-014898e6-3b1g,2026-07-01T14:51:07+00:00,2026-07-01T14:55:22+00:00,2026-07-01T14:55:33+00:00,2026-07-01T14:55:33+00:00,2026-07-01T14:57:02+00:00
fluence,1,lammps-n4-1fbba1,lammps,4,lammps-n4-1fbba1-0-kjxp9,gke-fluence-gang-default-pool-014898e6-8rjt,2026-07-01T14:51:07+00:00,2026-07-01T14:54:11+00:00,2026-07-01T14:54:21+00:00,2026-07-01T14:54:21+00:00,2026-07-01T14:54:50+00:00
fluence,1,lammps-n4-1fbba1,lammps,4,lammps-n4-1fbba1-1-29dbz,gke-fluence-gang-default-pool-014898e6-775d,2026-07-01T14:51:07+00:00,2026-07-01T14:54:11+00:00,2026-07-01T14:54:21+00:00,2026-07-01T14:54:21+00:00,2026-07-01T14:54:50+00:00
fluence,1,lammps-n4-1fbba1,lammps,4,lammps-n4-1fbba1-2-vp9ct,gke-fluence-gang-default-pool-014898e6-xshv,2026-07-01T14:51:07+00:00,2026-07-01T14:54:11+00:00,2026-07-01T14:54:22+00:00,2026-07-01T14:54:22+00:00,2026-07-01T14:54:50+00:00
fluence,1,lammps-n4-1fbba1,lammps,4,lammps-n4-1fbba1-3-nl277,gke-fluence-gang-default-pool-014898e6-3b1g,2026-07-01T14:51:07+00:00,2026-07-01T14:54:11+00:00,2026-07-01T14:54:21+00:00,2026-07-01T14:54:21+00:00,2026-07-01T14:54:50+00:00
fluence,1,amg-n2-f1dde7,amg,2,amg-n2-f1dde7-0-qhzp7,gke-fluence-gang-default-pool-014898e6-8rjt,2026-07-01T14:51:09+00:00,2026-07-01T14:52:33+00:00,2026-07-01T14:52:44+00:00,2026-07-01T14:52:44+00:00,2026-07-01T14:54:09+00:00
fluence,1,amg-n2-f1dde7,amg,2,amg-n2-f1dde7-1-cll6p,gke-fluence-gang-default-pool-014898e6-xshv,2026-07-01T14:51:09+00:00,2026-07-01T14:52:33+00:00,2026-07-01T14:52:43+00:00,2026-07-01T14:52:43+00:00,2026-07-01T14:54:08+00:00
fluence,1,qmcpack-n2-c61b77,qmcpack,2,qmcpack-n2-c61b77-0-zvjq4,gke-fluence-gang-default-pool-014898e6-775d,2026-07-01T14:51:09+00:00,2026-07-01T14:52:25+00:00,2026-07-01T14:52:34+00:00,2026-07-01T14:52:34+00:00,2026-07-01T14:52:44+00:00
fluence,1,qmcpack-n2-c61b77,qmcpack,2,qmcpack-n2-c61b77-1-c95xx,gke-fluence-gang-default-pool-014898e6-3b1g,2026-07-01T14:51:09+00:00,2026-07-01T14:52:25+00:00,2026-07-01T14:52:37+00:00,2026-07-01T14:52:37+00:00,2026-07-01T14:52:44+00:00
fluence,1,lammps-n2-40da75,lammps,2,lammps-n2-40da75-0-44zmz,gke-fluence-gang-default-pool-014898e6-775d,2026-07-01T14:51:09+00:00,2026-07-01T14:51:28+00:00,2026-07-01T14:51:38+00:00,2026-07-01T14:51:38+00:00,2026-07-01T14:52:23+00:00
fluence,1,lammps-n2-40da75,lammps,2,lammps-n2-40da75-1-xg9kx,gke-fluence-gang-default-pool-014898e6-3b1g,2026-07-01T14:51:09+00:00,2026-07-01T14:51:28+00:00,2026-07-01T14:51:39+00:00,2026-07-01T14:51:39+00:00,2026-07-01T14:52:22+00:00
